ImageId,Label,Area,Mean,StdDev,Mode,Min,Max,XM,YM,Circ.,IntDen,Median,RawIntDen,AR,Round,Solidity
Slide5-pccrM8-1__phase_analysis,signal:0178-0561,94.0,162.504539604,121.325,2026.0,1638.0,2300.0,785.493,561.164,0.593,15275.3827228,182.578539604,15275.3827228,3.009,0.332,0.839
Slide5-pccrM8-1__phase_analysis,signal:0179-0569,187.0,179.407539604,127.455,2057.0,1736.0,2342.0,862.289,567.742,0.342,33549.1869059,174.578539604,33549.1869059,1.681,0.595,0.547
Slide5-pccrM8-1__phase_analysis,signal:0180-0566,153.0,199.199539604,118.705,1903.0,1701.0,2353.0,556.982,566.426,0.313,30477.5165594,192.578539604,30477.5165594,1.438,0.696,0.683
Slide5-pccrM8-1__phase_analysis,signal:0181-0567,89.0,132.432539604,128.97,1793.0,1673.0,2313.0,842.378,566.244,0.626,11786.4900248,116.578539604,11786.4900248,2.789,0.358,0.852
Slide5-pccrM8-1__phase_analysis,signal:0182-0568,123.0,192.521539604,107.829,2093.0,1780.0,2293.0,533.474,566.685,0.47,23680.1603713,205.578539604,23680.1603713,2.886,0.346,0.786
Slide5-pccrM8-1__phase_analysis,signal:0183-0580,81.0,137.837539604,144.778,1913.0,1683.0,2403.0,994.279,579.76,0.654,11164.8617079,127.578539604,11164.8617079,2.591,0.386,0.839
Slide5-pccrM8-1__phase_analysis,signal:0185-0581,145.0,123.047539604,104.78,1882.0,1702.0,2239.0,488.407,579.729,0.389,17841.8882426,116.578539604,17841.8882426,4.048,0.247,0.643
Slide5-pccrM8-1__phase_analysis,signal:0186-0579,102.0,148.588539604,113.493,1725.0,1725.0,2339.0,432.708,578.983,0.439,15156.0110396,149.578539604,15156.0110396,4.044,0.247,0.745
Slide5-pccrM8-1__phase_analysis,signal:0187-0586,104.0,182.886539604,112.055,1854.0,1753.0,2290.0,573.683,586.008,0.555,19020.1681188,186.578539604,19020.1681188,3.286,0.304,0.791
Slide5-pccrM8-1__phase_analysis,signal:0188-0587,141.0,186.110539604,124.049,1990.0,1687.0,2389.0,697.104,588.671,0.354,26241.5740842,182.578539604,26241.5740842,3.86,0.259,0.61
Slide5-pccrM8-1__phase_analysis,signal:0189-0585,89.0,155.848539604,127.696,1836.0,1757.0,2335.0,410.08,586.348,0.626,13870.4900248,145.578539604,13870.4900248,2.786,0.359,0.828
Slide5-pccrM8-1__phase_analysis,signal:0190-0588,86.0,108.834539604,133.519,1794.0,1622.0,2317.0,752.985,588.363,0.658,9359.75440594,104.578539604,9359.75440594,2.809,0.356,0.86
Slide5-pccrM8-1__phase_analysis,signal:0191-0595,134.0,136.585539604,127.467,1900.0,1697.0,2283.0,919.322,595.748,0.482,18302.5243069,124.578539604,18302.5243069,3.628,0.276,0.759
Slide5-pccrM8-1__phase_analysis,signal:0193-0589,94.0,153.684539604,111.536,1906.0,1724.0,2280.0,425.248,590.155,0.488,14446.3827228,147.578539604,14446.3827228,3.675,0.272,0.764
Slide5-pccrM8-1__phase_analysis,signal:0194-0596,83.0,157.108539604,114.748,2035.0,1755.0,2282.0,491.763,596.098,0.624,13040.0187871,153.578539604,13040.0187871,2.868,0.349,0.83
Slide5-pccrM8-1__phase_analysis,signal:0198-0608,79.0,207.413539604,124.837,2019.0,1800.0,2324.0,590.672,608.399,0.634,16385.7046287,191.578539604,16385.7046287,3.249,0.308,0.883
Slide5-pccrM8-1__phase_analysis,signal:0199-0617,90.0,154.456539604,126.416,1842.0,1692.0,2363.0,631.808,617.332,0.622,13901.0685644,155.578539604,13901.0685644,2.78,0.36,0.874
Slide5-pccrM8-1__phase_analysis,signal:0200-0618,106.0,168.021539604,133.407,1896.0,1719.0,2361.0,919.574,618.508,0.545,17810.325198,183.578539604,17810.325198,3.166,0.316,0.831
Slide5-pccrM8-1__phase_analysis,signal:0201-0622,143.0,199.641539604,128.264,1832.0,1680.0,2432.0,588.048,621.6,0.43,28548.7311634,207.578539604,28548.7311634,3.156,0.317,0.731
Slide5-pccrM8-1__phase_analysis,signal:0202-0626,93.0,407.600539604,205.512,2113.0,1854.0,2726.0,985.106,625.565,0.603,37906.8041832,428.578539604,37906.8041832,3.033,0.33,0.83
Slide5-pccrM8-1__phase_analysis,signal:0204-0638,104.0,180.655539604,120.181,1924.0,1745.0,2324.0,568.41,638.249,0.586,18788.1681188,186.578539604,18788.1681188,3.106,0.322,0.849
Slide5-pccrM8-1__phase_analysis,signal:0205-0643,148.0,140.342539604,138.653,1797.0,1576.0,2418.0,430.482,644.409,0.432,20770.6238614,148.578539604,20770.6238614,3.289,0.304,0.688
Slide5-pccrM8-1__phase_analysis,signal:0206-0641,121.0,112.793539604,134.011,2043.0,1650.0,2380.0,279.668,640.953,0.616,13648.0032921,104.578539604,13648.0032921,2.616,0.382,0.788
Slide5-pccrM8-1__phase_analysis,signal:0207-0644,149.0,138.377539604,136.143,1937.0,1610.0,2317.0,842.823,643.459,0.446,20618.202401,125.578539604,20618.202401,3.427,0.292,0.683
