2796.789,3011.263,3306.221,3292.977,3195.662,3530.016,3207.806,3435.773,3776.088,3522.855,3695.339,3588.307,4262.652,4458.991,4758.806,4978.0,5365.929,5905.542,5739.833,7020.411,7881.713,8005.437,8226.114,9476.058,11097.735,12515.633,14473.45,0,0
3595.992,3582.778,3824.432,4003.939,4090.18,4322.373,3967.261,4773.76,5347.252,5075.41,5289.283,5222.153,5987.053,6642.105,6909.169,7255.449,8201.826,8970.391,9137.738,10522.61,11546.342,12246.093,12811.247,14238.558,17080.029,17640.437,20087.957,0,0
3244.292,3249.312,3775.85,3856.009,3834.082,4363.913,4148.038,4329.21,5483.321,5307.562,5340.505,5792.228,6183.78,7539.845,7300.0,7819.878,8480.42,9385.713,9142.977,10708.398,11341.75,12275.75,13347.746,14882.917,17153.361,19685.197,21641.288,0,0
3439.5,3564.241,4278.029,3978.904,4109.359,4612.273,4547.646,4791.4,5290.75,4732.165,4932.328,5271.159,5879.627,6212.018,6506.065,7220.881,7882.627,9036.388,8900.719,10834.891,12304.143,13483.93,13772.976,15420.8,18408.741,20115.551,22668.618,0,0
3626.972,3976.674,4383.865,4178.519,4369.891,4866.705,4730.372,5192.842,5762.451,5658.147,5802.523,6397.789,6727.352,7338.119,7363.21,8376.021,8964.124,10100.344,10139.2,12355.036,13855.37,14348.802,15121.888,17302.247,19096.6,21342.947,24434.239,0,0
3340.953,3226.55,3821.508,3888.333,3712.61,3949.333,3823.83,4310.889,4816.787,4541.383,4767.882,4760.343,5333.194,5705.226,6129.389,5953.091,6369.011,7140.841,6647.22,7553.901,8423.605,8789.842,9184.107,9996.917,11677.557,12236.806,14149.647,0,0
1970.822,2191.414,2540.229,2323.327,2325.242,2489.17,2496.37,2691.681,2856.77,2871.425,2802.384,3030.588,3215.78,3458.444,3939.623,3801.986,4128.09,4574.562,4711.514,5178.471,6016.537,6383.567,7101.354,7429.016,8120.677,9580.262,10777.224,0,0
2351.351,2642.616,2892.604,2939.662,2943.114,3244.05,2953.587,3269.096,3505.664,3227.978,3266.985,3522.839,4168.352,4461.387,4520.964,4854.691,5217.933,5895.764,5465.443,6553.079,7535.302,7505.312,7935.404,8708.902,10303.023,10886.916,13202.122,0,0
3081.583,3147.556,3528.689,3386.78,3494.957,3604.431,3621.295,4082.943,4669.196,4461.422,4724.598,4910.673,5486.833,5950.113,6360.656,6400.528,6731.247,8037.059,7471.965,9007.35,10794.134,10421.6,11637.627,12559.846,14908.575,17176.676,19067.629,0,0
3861.226,4041.882,4676.219,4480.699,4283.857,5095.363,4833.713,5490.412,5668.649,5712.984,6090.008,6416.574,7037.368,7363.491,7457.046,8088.913,8376.776,10055.833,10049.0,11491.284,13204.697,13093.884,14919.17,17310.726,18633.988,21345.62,23398.382,0,0
3900.88,4135.188,4904.59,4817.683,4462.49,4962.823,4786.532,5195.279,5673.511,5712.915,5850.583,5874.476,6832.299,7308.051,8199.097,8016.155,8790.558,10038.545,9928.099,11646.673,13001.613,13417.967,13990.632,15987.404,18795.581,20567.783,23146.086,0,0
