1763.549,1670.818,1735.859,2050.213,1690.634,1811.503,1844.736,2052.057,2210.48,2007.784,2069.534,2257.336,2291.426,2552.105,2329.069,2859.267,2520.102,2793.888,3308.495,3132.901,3408.252,3602.408,3628.878,4385.326,5484.326,0,0,0,0
1607.482,1442.458,1598.766,1748.449,1621.84,1761.993,1748.331,1892.936,1905.015,1818.652,1754.635,1969.535,1952.71,2312.675,2038.174,2423.248,2309.171,2472.949,2827.949,2620.619,2809.489,3190.182,2993.476,3838.2,4424.974,0,0,0,0
2156.496,2111.5,2090.231,2113.63,2014.711,2066.062,2031.636,2153.0,2218.991,2114.95,2378.733,2535.958,2620.989,2590.8,2984.678,3220.108,3129.076,3227.551,3801.297,3688.221,4182.29,4584.25,5118.103,5932.938,6654.723,7628.532,0,0,0
2258.116,2188.537,2190.043,2416.158,2242.456,2397.349,2387.867,2606.186,2503.61,2532.107,2863.182,2836.908,2810.657,3197.331,3072.763,3690.524,3364.525,3769.436,4059.416,4345.346,4642.51,5057.762,5376.95,6556.272,7410.101,7979.565,0,0,0
1820.821,1596.761,1715.582,1933.285,1817.288,1916.22,1950.57,1986.169,2090.717,1946.474,1871.043,1994.59,2081.93,2237.962,2061.615,2711.101,2484.653,2522.541,2986.934,2705.449,2969.58,3121.5,2971.88,3644.987,4201.569,0,0,0,0
1646.921,1413.685,1446.448,1713.886,1612.83,1593.357,1746.225,1741.738,1893.106,1784.057,1899.097,1813.433,1907.425,2033.769,1955.802,2203.593,2198.21,2107.495,2390.676,2321.881,2661.556,2752.532,2706.414,3097.078,3691.31,0,0,0,0
1954.344,1808.048,1861.063,2138.621,1887.633,1863.396,2004.812,1994.845,2277.781,2152.529,2054.409,2156.115,2479.278,2768.813,2535.581,3051.216,2962.391,3105.868,3614.069,3393.133,3706.359,3778.793,4263.391,5269.802,6374.337,6510.386,0,0,0
1738.256,1649.923,1600.126,1762.88,1626.797,1726.221,1944.949,1885.522,1946.423,1924.47,1898.283,2250.0,2191.202,2401.982,2228.474,2665.821,2582.243,2593.176,3027.386,2759.76,3019.495,3154.696,3250.935,3660.535,4775.933,0,0,0,0
2164.492,2026.193,2124.567,2391.064,2277.17,2297.811,2424.543,2367.323,2650.243,2471.829,2396.932,2540.869,2602.978,2987.957,2770.856,3401.557,3129.585,3353.634,3880.526,3808.626,4348.124,4406.709,4605.35,5423.989,6774.57,7410.787,0,0,0
2158.087,2191.133,2068.657,2309.956,2128.585,2276.0,2461.247,2624.84,2575.105,2557.065,2633.088,2805.396,2903.763,3046.231,3152.626,3491.891,3382.687,3793.513,4222.333,4444.982,5024.95,5116.869,5373.265,6799.056,7718.582,8442.632,0,0,0
2468.108,2311.26,2445.097,2707.909,2555.632,2593.993,2968.631,2981.936,3399.583,3006.317,2914.557,3214.73,3494.991,4012.476,3408.283,4476.381,3925.568,4277.118,5112.161,4831.034,5786.3,6038.193,6154.0,7747.829,9226.575,9214.319,0,0,0
2053.814,1939.804,2008.259,2403.084,2111.64,2262.04,2421.776,2613.019,2914.752,2690.22,2652.868,2787.898,2955.722,3257.364,3005.085,3837.812,3496.752,3693.693,4527.361,4315.259,4757.217,5311.981,4754.885,6144.637,7806.763,7780.085,0,0,0
2712.348,2618.968,2624.481,2855.569,2682.76,2962.444,3176.809,2985.562,3038.015,2911.446,3094.153,3372.68,3480.156,3747.974,3650.522,4265.764,4198.85,4610.663,5020.582,5064.099,5776.032,5963.711,6182.578,7564.905,8664.167,9218.412,0,0,0
2365.341,2406.764,2453.549,2669.361,2431.5,2528.447,2630.28,2566.105,2504.819,2503.089,2917.489,3020.686,3071.898,3477.361,3401.992,3829.892,3901.172,4342.054,4551.698,4947.394,5098.549,5485.735,6614.454,7160.066,8318.279,9492.461,0,0,0
2105.689,1908.047,2097.68,2327.975,2332.916,2418.228,2574.839,2625.009,2472.685,2654.275,2993.981,3187.12,3190.327,3589.742,3321.915,3819.33,3794.812,4286.727,4580.538,4892.987,5466.597,6071.269,6649.515,7747.954,8585.561,9506.067,0,0,0
1989.137,2173.671,2311.7,2369.244,2655.811,2553.519,2677.848,2622.485,2527.071,2640.656,2798.627,3122.897,3156.761,3506.698,3496.889,3766.32,3841.752,4083.021,4118.323,4638.467,5383.319,5729.605,6264.136,7362.762,7995.543,9017.973,0,0,0
2526.824,2422.323,2303.285,2712.469,2450.851,2769.871,2776.422,2803.482,2913.437,2862.936,3047.779,3144.945,3149.556,3413.023,3382.965,4241.403,3874.783,4236.098,4545.883,4840.316,5056.496,5490.194,5843.704,6662.971,8160.16,8813.897,0,0,0
1750.566,1672.268,1803.028,2046.509,1954.394,1965.635,2113.104,2120.0,2315.817,2072.273,1963.019,2240.722,2316.711,2416.219,2384.214,2895.5,2706.52,2857.976,3319.916,3303.744,3532.886,3772.596,3894.676,4620.533,6047.825,5913.687,0,0,0
2387.427,2240.458,2314.935,2544.236,2374.374,2611.18,2559.35,2655.534,2911.88,2807.544,2609.467,2709.0,2877.588,3176.425,3005.991,3535.953,2931.547,3279.396,3660.031,3401.591,3789.796,3894.719,4015.389,4890.965,6179.6,6412.872,0,0,0
2047.909,2073.455,2165.585,2283.175,2348.888,2650.278,2654.292,2709.815,2615.839,2629.738,2853.118,3000.765,2916.317,3118.078,3116.636,3252.886,3197.25,3546.0,3579.448,3719.955,4426.032,4466.672,5103.312,5741.459,6636.945,7311.793,0,0,0
