ImageId,Label,Area,Mean,StdDev,Mode,Min,Max,XM,YM,Circ.,IntDen,Median,RawIntDen,AR,Round,Solidity
Slide4-PccrM7-1__phase_analysis,signal:0017-0091,116.0,165.787114754,100.883,1801.0,1602.0,2047.0,338.571,92.316,0.619,19231.3373115,155.839114754,19231.3373115,2.934,0.341,0.811
Slide4-PccrM7-1__phase_analysis,signal:0019-0095,117.0,129.489114754,98.176,1577.0,1548.0,1981.0,283.222,95.904,0.622,15150.1764262,128.839114754,15150.1764262,2.694,0.371,0.824
Slide4-PccrM7-1__phase_analysis,signal:0020-0114,100.0,185.969114754,99.208,1763.0,1596.0,2108.0,510.932,114.909,0.627,18596.9114754,179.839114754,18596.9114754,3.195,0.313,0.858
Slide4-PccrM7-1__phase_analysis,signal:0021-0117,115.0,190.274114754,112.402,1835.0,1501.0,2179.0,538.294,116.256,0.566,21881.4981967,190.839114754,21881.4981967,3.113,0.321,0.762
Slide4-PccrM7-1__phase_analysis,signal:0022-0124,103.0,200.567114754,105.588,1927.0,1533.0,2057.0,672.851,125.299,0.629,20658.4288197,213.839114754,20658.4288197,2.938,0.34,0.837
Slide4-PccrM7-1__phase_analysis,signal:0023-0140,161.0,149.609114754,99.293,1717.0,1562.0,2059.0,358.232,141.282,0.479,24087.0974754,145.839114754,24087.0974754,3.148,0.318,0.709
Slide4-PccrM7-1__phase_analysis,signal:0024-0140,152.0,234.457114754,107.501,1832.0,1545.0,2113.0,854.003,141.865,0.388,35637.5454426,234.839114754,35637.5454426,3.904,0.256,0.636
Slide4-PccrM7-1__phase_analysis,signal:0025-0151,91.0,135.301114754,99.794,1675.0,1525.0,2000.0,298.258,150.69,0.708,12312.3594426,136.839114754,12312.3594426,2.598,0.385,0.867
Slide4-PccrM7-1__phase_analysis,signal:0026-0175,152.0,139.997114754,102.467,1720.0,1497.0,1996.0,298.124,174.783,0.532,21279.5454426,146.839114754,21279.5454426,3.314,0.302,0.772
Slide4-PccrM7-1__phase_analysis,signal:0027-0174,136.0,98.3761147541,100.648,1689.0,1476.0,2015.0,73.078,175.126,0.614,13379.1196066,88.8391147541,13379.1196066,2.834,0.353,0.817
Slide4-PccrM7-1__phase_analysis,signal:0028-0182,100.0,176.079114754,106.343,1714.0,1592.0,2054.0,418.989,182.256,0.684,17607.9114754,179.839114754,17607.9114754,2.594,0.386,0.873
Slide4-PccrM7-1__phase_analysis,signal:0029-0184,108.0,106.459114754,100.178,1721.0,1330.0,1971.0,201.696,183.355,0.667,11497.6243934,96.8391147541,11497.6243934,2.667,0.375,0.847
Slide4-PccrM7-1__phase_analysis,signal:0030-0187,139.0,114.530114754,101.313,1675.0,1485.0,2087.0,133.729,187.382,0.52,15919.6369508,117.839114754,15919.6369508,3.101,0.323,0.77
Slide4-PccrM7-1__phase_analysis,signal:0031-0205,123.0,208.709114754,95.142,1772.0,1626.0,2089.0,497.854,204.23,0.526,25671.2111148,204.839114754,25671.2111148,3.198,0.313,0.748
Slide4-PccrM7-1__phase_analysis,signal:0032-0214,91.0,236.312114754,111.698,1864.0,1568.0,2110.0,801.137,214.69,0.629,21504.3594426,239.839114754,21504.3594426,3.032,0.33,0.863
Slide4-PccrM7-1__phase_analysis,signal:0033-0224,99.0,165.829114754,118.086,1688.0,1538.0,2061.0,325.088,223.614,0.715,16417.0723607,158.839114754,16417.0723607,2.472,0.405,0.857
Slide4-PccrM7-1__phase_analysis,signal:0034-0229,116.0,202.813114754,108.306,1798.0,1585.0,2068.0,522.394,230.307,0.533,23526.3373115,195.839114754,23526.3373115,3.03,0.33,0.784
Slide4-PccrM7-1__phase_analysis,signal:0035-0249,118.0,237.949114754,106.834,1857.0,1635.0,2073.0,573.542,250.131,0.526,28078.015541,243.839114754,28078.015541,3.135,0.319,0.761
Slide4-PccrM7-1__phase_analysis,signal:0036-0254,89.0,224.637114754,122.322,1811.0,1590.0,2186.0,994.147,254.562,0.64,19992.6812131,205.839114754,19992.6812131,2.812,0.356,0.852
Slide4-PccrM7-1__phase_analysis,signal:0037-0258,125.0,259.399114754,118.77,1850.0,1596.0,2202.0,776.204,259.678,0.487,32424.8893443,253.839114754,32424.8893443,3.28,0.305,0.729
Slide4-PccrM7-1__phase_analysis,signal:0038-0264,155.0,150.187114754,93.855,1791.0,1577.0,2068.0,277.616,264.35,0.498,23279.0627869,141.839114754,23279.0627869,2.956,0.338,0.752
Slide4-PccrM7-1__phase_analysis,signal:0039-0269,134.0,277.660114754,124.971,1821.0,1577.0,2150.0,712.564,267.794,0.508,37206.441377,285.839114754,37206.441377,3.343,0.299,0.757
Slide4-PccrM7-1__phase_analysis,signal:0040-0283,143.0,239.070114754,112.829,1816.0,1627.0,2152.0,560.773,284.936,0.428,34186.9934098,233.839114754,34186.9934098,3.74,0.267,0.671
Slide4-PccrM7-1__phase_analysis,signal:0041-0296,180.0,140.222114754,90.017,1703.0,1576.0,2023.0,243.0,295.925,0.455,25240.0406557,146.839114754,25240.0406557,3.295,0.303,0.748
Slide4-PccrM7-1__phase_analysis,signal:0042-0295,136.0,209.898114754,96.34,1765.0,1555.0,2090.0,517.826,296.232,0.472,28546.1196066,206.839114754,28546.1196066,3.928,0.255,0.756
Slide4-PccrM7-1__phase_analysis,signal:0043-0307,214.0,256.133114754,106.408,1830.0,1629.0,2185.0,934.121,304.145,0.295,54812.5705574,245.839114754,54812.5705574,3.163,0.316,0.485
Slide4-PccrM7-1__phase_analysis,signal:0044-0308,147.0,219.091114754,104.423,1864.0,1635.0,2134.0,435.536,308.612,0.469,32206.3498689,215.839114754,32206.3498689,3.428,0.292,0.697
Slide4-PccrM7-1__phase_analysis,signal:0045-0305,98.0,156.870114754,90.019,1726.0,1534.0,2017.0,321.188,305.866,0.678,15373.2332459,142.839114754,15373.2332459,2.699,0.371,0.845
Slide4-PccrM7-1__phase_analysis,signal:0046-0316,129.0,168.746114754,102.716,1718.0,1543.0,2059.0,295.786,316.863,0.577,21768.2458033,166.839114754,21768.2458033,3.216,0.311,0.811
Slide4-PccrM7-1__phase_analysis,signal:0047-0323,118.0,200.110114754,107.99,1754.0,1595.0,2064.0,447.335,324.235,0.555,23613.015541,205.839114754,23613.015541,3.205,0.312,0.803
Slide4-PccrM7-1__phase_analysis,signal:0049-0340,138.0,248.455114754,102.816,1721.0,1649.0,2158.0,700.265,342.071,0.47,34286.7978361,245.839114754,34286.7978361,2.877,0.348,0.67
Slide4-PccrM7-1__phase_analysis,signal:0050-0358,89.0,169.704114754,97.277,1717.0,1528.0,2149.0,299.268,357.168,0.74,15103.6812131,175.839114754,15103.6812131,2.211,0.452,0.881
Slide4-PccrM7-1__phase_analysis,signal:0051-0370,170.0,254.045114754,102.095,1828.0,1595.0,2142.0,983.583,367.908,0.361,43187.6495082,258.839114754,43187.6495082,2.856,0.35,0.559
Slide4-PccrM7-1__phase_analysis,signal:0052-0378,104.0,120.310114754,90.956,1687.0,1514.0,2053.0,223.196,378.873,0.695,12512.2679344,122.839114754,12512.2679344,2.63,0.38,0.867
Slide4-PccrM7-1__phase_analysis,signal:0054-0427,248.0,196.714114754,97.811,1824.0,1574.0,2074.0,303.969,426.024,0.321,48785.100459,199.839114754,48785.100459,1.827,0.547,0.592
Slide4-PccrM7-1__phase_analysis,signal:0056-0473,176.0,262.384114754,124.337,1800.0,1576.0,2229.0,950.318,475.022,0.376,46179.6841967,257.839114754,46179.6841967,2.613,0.383,0.585
Slide4-PccrM7-1__phase_analysis,signal:0057-0480,77.0,238.787114754,102.34,1815.0,1636.0,2229.0,980.525,480.079,0.681,18386.6118361,227.839114754,18386.6118361,2.968,0.337,0.86
Slide4-PccrM7-1__phase_analysis,signal:0058-0488,112.0,249.562114754,93.171,1915.0,1659.0,2117.0,734.607,487.706,0.549,27950.9808525,241.839114754,27950.9808525,3.3,0.303,0.806
Slide4-PccrM7-1__phase_analysis,signal:0059-0496,155.0,186.826114754,92.824,1769.0,1619.0,2044.0,365.9,498.002,0.473,28958.0627869,184.839114754,28958.0627869,3.162,0.316,0.683
Slide4-PccrM7-1__phase_analysis,signal:0060-0511,126.0,238.649114754,100.851,1720.0,1613.0,2132.0,489.389,512.692,0.437,30069.728459,231.839114754,30069.728459,3.582,0.279,0.674
Slide4-PccrM7-1__phase_analysis,signal:0061-0527,121.0,141.327114754,98.993,1607.0,1488.0,1995.0,245.817,526.644,0.659,17100.5328852,144.839114754,17100.5328852,2.643,0.378,0.84
Slide4-PccrM7-1__phase_analysis,signal:0062-0542,174.0,88.8621147541,85.96,1756.0,1516.0,1938.0,100.06,541.153,0.501,15462.0059672,87.8391147541,15462.0059672,3.027,0.33,0.725
Slide4-PccrM7-1__phase_analysis,signal:0063-0573,105.0,128.420114754,102.218,1694.0,1548.0,2030.0,252.516,572.639,0.67,13484.1070492,127.839114754,13484.1070492,2.621,0.382,0.879
Slide4-PccrM7-1__phase_analysis,signal:0064-0577,159.0,176.436114754,91.964,1834.0,1587.0,2033.0,343.555,578.027,0.403,28053.4192459,192.839114754,28053.4192459,3.146,0.318,0.641
Slide4-PccrM7-1__phase_analysis,signal:0065-0586,186.0,234.468114754,117.502,1662.0,1553.0,2189.0,394.401,585.323,0.387,43611.0753443,249.839114754,43611.0753443,5.289,0.189,0.721
Slide4-PccrM7-1__phase_analysis,signal:0066-0592,99.0,247.425114754,117.594,1807.0,1645.0,2336.0,698.241,592.286,0.593,24495.0723607,245.839114754,24495.0723607,2.87,0.348,0.822
Slide4-PccrM7-1__phase_analysis,signal:0067-0614,228.0,224.023114754,101.742,1781.0,1599.0,2275.0,504.298,612.614,0.275,51077.3181639,220.839114754,51077.3181639,1.946,0.514,0.518
Slide4-PccrM7-1__phase_analysis,signal:0068-0604,83.0,230.863114754,99.896,1939.0,1648.0,2081.0,587.015,603.666,0.753,19161.6465246,239.839114754,19161.6465246,2.205,0.454,0.869
Slide4-PccrM7-1__phase_analysis,signal:0069-0625,139.0,171.429114754,91.214,1763.0,1598.0,2107.0,358.79,624.376,0.575,23828.6369508,170.839114754,23828.6369508,3.043,0.329,0.818
Slide4-PccrM7-1__phase_analysis,signal:0070-0623,99.0,234.081114754,118.198,1716.0,1620.0,2259.0,835.131,623.655,0.634,23174.0723607,215.839114754,23174.0723607,2.938,0.34,0.85
Slide4-PccrM7-1__phase_analysis,signal:0071-0634,198.0,117.445114754,94.353,1777.0,1518.0,2019.0,113.344,635.067,0.439,23254.1447213,123.839114754,23254.1447213,3.524,0.284,0.715
Slide4-PccrM7-1__phase_analysis,signal:0072-0636,127.0,228.981114754,101.03,1879.0,1583.0,2102.0,972.053,637.781,0.521,29080.5675738,231.839114754,29080.5675738,2.914,0.343,0.713
Slide4-PccrM7-1__phase_analysis,signal:0073-0644,228.0,191.545114754,107.483,1703.0,1555.0,2136.0,388.443,643.02,0.384,43672.3181639,180.839114754,43672.3181639,1.147,0.872,0.643
Slide4-PccrM7-1__phase_analysis,signal:0074-0654,120.0,85.5811147541,103.619,1657.0,1426.0,1991.0,65.418,654.123,0.694,10269.6937705,76.8391147541,10269.6937705,2.343,0.427,0.886
Slide4-PccrM7-1__phase_analysis,signal:0075-0665,132.0,228.824114754,98.214,1788.0,1625.0,2101.0,925.167,663.16,0.48,30204.7631475,224.839114754,30204.7631475,3.116,0.321,0.706
Slide4-PccrM7-1__phase_analysis,signal:0076-0668,91.0,124.246114754,93.501,1703.0,1541.0,1989.0,247.896,668.096,0.757,11306.3594426,109.839114754,11306.3594426,2.052,0.487,0.871
Slide4-PccrM7-1__phase_analysis,signal:0077-0688,135.0,224.817114754,110.082,1827.0,1619.0,2168.0,487.08,686.886,0.491,30350.2804918,216.839114754,30350.2804918,3.254,0.307,0.694
Slide4-PccrM7-1__phase_analysis,signal:0078-0688,218.0,219.701114754,104.05,1920.0,1556.0,2119.0,533.718,689.876,0.313,47894.9270164,226.839114754,47894.9270164,1.337,0.748,0.559
Slide4-PccrM7-1__phase_analysis,signal:0079-0693,104.0,241.397114754,102.478,1844.0,1645.0,2137.0,913.759,692.756,0.677,25105.2679344,223.839114754,25105.2679344,2.629,0.38,0.829
Slide4-PccrM7-1__phase_analysis,signal:0080-0698,97.0,202.354114754,107.203,1761.0,1563.0,2071.0,976.852,698.672,0.59,19628.3941311,203.839114754,19628.3941311,2.887,0.346,0.798
Slide4-PccrM7-1__phase_analysis,signal:0081-0703,131.0,108.877114754,88.821,1789.0,1493.0,1959.0,178.779,703.693,0.624,14262.9240328,109.839114754,14262.9240328,2.833,0.353,0.845
Slide4-PccrM7-1__phase_analysis,signal:0082-0701,120.0,170.789114754,87.336,1742.0,1609.0,2031.0,439.087,702.227,0.525,20494.6937705,167.839114754,20494.6937705,3.449,0.29,0.759
Slide4-PccrM7-1__phase_analysis,signal:0083-0704,115.0,187.491114754,103.72,1713.0,1535.0,2067.0,461.262,705.288,0.536,21561.4981967,199.839114754,21561.4981967,3.522,0.284,0.79
Slide4-PccrM7-1__phase_analysis,signal:0084-0717,115.0,183.978114754,102.962,1746.0,1585.0,2052.0,398.3,717.34,0.611,21157.4981967,181.839114754,21157.4981967,2.918,0.343,0.858
Slide4-PccrM7-1__phase_analysis,signal:0085-0722,104.0,85.5701147541,93.18,1641.0,1443.0,1938.0,45.74,722.167,0.711,8899.26793443,90.8391147541,8899.26793443,2.443,0.409,0.878
Slide4-PccrM7-1__phase_analysis,signal:0086-0725,204.0,94.3291147541,91.214,1695.0,1490.0,1980.0,72.024,723.736,0.4,19243.1794098,93.8391147541,19243.1794098,3.511,0.285,0.628
Slide4-PccrM7-1__phase_analysis,signal:0087-0733,229.0,148.215114754,103.323,1752.0,1536.0,2066.0,346.532,734.097,0.275,33941.1572787,153.839114754,33941.1572787,1.884,0.531,0.654
Slide4-PccrM7-1__phase_analysis,signal:0088-0738,102.0,171.937114754,89.206,1711.0,1569.0,2012.0,378.211,737.459,0.701,17537.5897049,162.839114754,17537.5897049,2.86,0.35,0.883
Slide4-PccrM7-1__phase_analysis,signal:0089-0756,208.0,229.353114754,99.507,1816.0,1614.0,2124.0,861.011,752.891,0.372,47705.5358689,221.839114754,47705.5358689,1.327,0.754,0.618
Slide4-PccrM7-1__phase_analysis,signal:0090-0761,182.0,153.471114754,96.414,1843.0,1527.0,2077.0,512.486,760.978,0.419,27931.7188852,149.839114754,27931.7188852,3.268,0.306,0.673
Slide4-PccrM7-1__phase_analysis,signal:0091-0761,122.0,212.241114754,98.626,1758.0,1612.0,2090.0,745.593,760.425,0.615,25893.372,208.839114754,25893.372,3.015,0.332,0.833
Slide4-PccrM7-1__phase_analysis,signal:0092-0764,141.0,182.775114754,89.414,1758.0,1613.0,2058.0,434.925,762.393,0.523,25771.3151803,180.839114754,25771.3151803,2.912,0.343,0.723
Slide4-PccrM7-1__phase_analysis,signal:0093-0767,131.0,188.793114754,105.675,1856.0,1545.0,2134.0,609.053,768.332,0.5,24731.9240328,198.839114754,24731.9240328,3.274,0.305,0.742
Slide4-PccrM7-1__phase_analysis,signal:0094-0782,154.0,203.839114754,99.701,1685.0,1619.0,2078.0,981.57,783.739,0.42,31391.2236721,205.839114754,31391.2236721,2.95,0.339,0.654
Slide4-PccrM7-1__phase_analysis,signal:0096-0801,109.0,159.022114754,97.189,1834.0,1534.0,2110.0,378.614,801.171,0.633,17333.4635082,165.839114754,17333.4635082,3.008,0.332,0.848
Slide4-PccrM7-1__phase_analysis,signal:0097-0802,78.0,167.531114754,99.609,1768.0,1554.0,2046.0,550.373,802.217,0.755,13067.4509508,182.839114754,13067.4509508,2.321,0.431,0.876
Slide4-PccrM7-1__phase_analysis,signal:0098-0815,126.0,91.9901147541,99.337,1611.0,1480.0,2032.0,177.619,816.399,0.632,11590.728459,88.8391147541,11590.728459,2.653,0.377,0.848
Slide4-PccrM7-1__phase_analysis,signal:0100-0833,91.0,198.806114754,97.434,1737.0,1599.0,2023.0,958.808,833.758,0.665,18091.3594426,198.839114754,18091.3594426,2.649,0.377,0.85
Slide4-PccrM7-1__phase_analysis,signal:0101-0839,92.0,128.828114754,104.875,1683.0,1458.0,2059.0,303.798,840.048,0.765,11852.1985574,116.839114754,11852.1985574,2.311,0.433,0.893
Slide4-PccrM7-1__phase_analysis,signal:0102-0842,104.0,158.906114754,92.597,1782.0,1520.0,2015.0,579.846,842.552,0.649,16526.2679344,157.839114754,16526.2679344,2.624,0.381,0.839
Slide4-PccrM7-1__phase_analysis,signal:0103-0845,166.0,154.008114754,91.845,1761.0,1571.0,2035.0,472.721,846.641,0.431,25565.2930492,155.839114754,25565.2930492,3.612,0.277,0.679
Slide4-PccrM7-1__phase_analysis,signal:0105-0847,85.0,169.474114754,98.433,1883.0,1562.0,2078.0,527.064,847.111,0.786,14405.3247541,166.839114754,14405.3247541,2.173,0.46,0.867
Slide4-PccrM7-1__phase_analysis,signal:0106-0861,133.0,196.192114754,110.766,1843.0,1565.0,2106.0,810.465,861.681,0.562,26093.6022623,190.839114754,26093.6022623,2.91,0.344,0.773
Slide4-PccrM7-1__phase_analysis,signal:0107-0868,123.0,127.156114754,99.615,1730.0,1492.0,1994.0,491.925,868.552,0.565,15640.2111148,113.839114754,15640.2111148,2.76,0.362,0.791
Slide4-PccrM7-1__phase_analysis,signal:0108-0868,96.0,110.370114754,94.641,1740.0,1548.0,2025.0,322.152,868.402,0.719,10595.5550164,115.839114754,10595.5550164,2.48,0.403,0.923
Slide4-PccrM7-1__phase_analysis,signal:0109-0872,131.0,101.534114754,86.257,1683.0,1543.0,2028.0,291.172,872.97,0.549,13300.9240328,92.8391147541,13300.9240328,2.888,0.346,0.78
Slide4-PccrM7-1__phase_analysis,signal:0110-0878,129.0,115.583114754,95.927,1842.0,1500.0,2035.0,345.885,878.522,0.569,14910.2458033,113.839114754,14910.2458033,3.252,0.308,0.822
Slide4-PccrM7-1__phase_analysis,signal:0111-0873,105.0,167.706114754,100.141,1799.0,1564.0,2003.0,661.443,874.104,0.68,17609.1070492,162.839114754,17609.1070492,2.677,0.374,0.857
Slide4-PccrM7-1__phase_analysis,signal:0113-0887,83.0,142.176114754,88.635,1728.0,1572.0,2025.0,427.915,886.681,0.743,11800.6465246,149.839114754,11800.6465246,2.395,0.418,0.883
Slide4-PccrM7-1__phase_analysis,signal:0114-0892,121.0,91.7401147541,94.496,1610.0,1464.0,1949.0,291.538,892.355,0.527,11100.5328852,90.8391147541,11100.5328852,3.431,0.291,0.776
Slide4-PccrM7-1__phase_analysis,signal:0115-0901,121.0,1103.82211475,617.395,3230.0,1584.0,3858.0,725.148,900.521,0.501,133562.532885,998.839114754,133562.532885,3.15,0.317,0.771
Slide4-PccrM7-1__phase_analysis,signal:0117-0914,139.0,177.062114754,102.001,1765.0,1580.0,2089.0,668.377,914.788,0.516,24611.6369508,173.839114754,24611.6369508,2.685,0.372,0.709
Slide4-PccrM7-1__phase_analysis,signal:0119-0915,113.0,157.627114754,93.653,1801.0,1493.0,2048.0,777.701,915.255,0.609,17811.8199672,159.839114754,17811.8199672,2.637,0.379,0.85
Slide4-PccrM7-1__phase_analysis,signal:0120-0921,143.0,100.888114754,101.982,1838.0,1419.0,1959.0,399.976,920.563,0.558,14426.9934098,110.839114754,14426.9934098,2.949,0.339,0.771
Slide4-PccrM7-1__phase_analysis,signal:0121-0929,183.0,169.839114754,106.597,1679.0,1579.0,2216.0,836.14,927.382,0.425,31080.558,163.839114754,31080.558,3.173,0.315,0.669
Slide4-PccrM7-1__phase_analysis,signal:0122-0937,50.0,174.819114754,81.109,1778.0,1579.0,1978.0,641.19,936.671,0.962,8740.9557377,181.839114754,8740.9557377,1.088,0.919,0.901
Slide4-PccrM7-1__phase_analysis,signal:0123-0942,88.0,157.669114754,106.861,1612.0,1593.0,2080.0,516.709,942.807,0.723,13874.8420984,161.839114754,13874.8420984,2.472,0.404,0.85
Slide4-PccrM7-1__phase_analysis,signal:0126-0963,167.0,185.785114754,101.617,1872.0,1564.0,2110.0,689.922,965.217,0.409,31026.1321639,180.839114754,31026.1321639,3.446,0.29,0.627
Slide4-PccrM7-2__phase_analysis,signal:0001-0014,129.0,118.064114754,99.101,1721.0,1491.0,2020.0,582.701,14.185,0.512,15230.2458033,112.839114754,15230.2458033,2.925,0.342,0.761
Slide4-PccrM7-2__phase_analysis,signal:0002-0024,169.0,121.863114754,112.321,1769.0,1431.0,2057.0,986.565,26.674,0.44,20594.8103934,118.839114754,20594.8103934,3.074,0.325,0.756
Slide4-PccrM7-2__phase_analysis,signal:0004-0018,104.0,91.5221147541,87.559,1731.0,1499.0,1986.0,419.034,18.254,0.639,9518.26793443,103.839114754,9518.26793443,3.147,0.318,0.881
Slide4-PccrM7-2__phase_analysis,signal:0006-0043,150.0,89.5861147541,91.27,1716.0,1507.0,1956.0,328.539,42.719,0.475,13437.8672131,83.8391147541,13437.8672131,4.201,0.238,0.779
Slide4-PccrM7-2__phase_analysis,signal:0007-0042,116.0,156.891114754,95.524,1720.0,1587.0,2039.0,626.619,41.674,0.526,18199.3373115,156.839114754,18199.3373115,3.696,0.271,0.823
Slide4-PccrM7-2__phase_analysis,signal:0010-0057,138.0,186.738114754,103.964,1795.0,1536.0,2080.0,802.361,59.014,0.41,25769.7978361,187.839114754,25769.7978361,4.389,0.228,0.692
Slide4-PccrM7-2__phase_analysis,signal:0013-0071,154.0,182.781114754,109.766,1882.0,1568.0,2182.0,825.458,73.34,0.393,28148.2236721,179.839114754,28148.2236721,3.209,0.312,0.615
Slide4-PccrM7-2__phase_analysis,signal:0014-0077,86.0,165.909114754,103.884,1681.0,1561.0,2025.0,501.527,76.694,0.737,14268.1638689,168.839114754,14268.1638689,2.434,0.411,0.873
Slide4-PccrM7-2__phase_analysis,signal:0015-0084,136.0,175.368114754,111.891,1803.0,1517.0,2103.0,553.088,84.614,0.489,23850.1196066,172.839114754,23850.1196066,2.876,0.348,0.727
Slide4-PccrM7-2__phase_analysis,signal:0016-0088,183.0,208.325114754,101.342,1794.0,1566.0,2087.0,785.544,89.669,0.372,38123.558,199.839114754,38123.558,3.986,0.251,0.631
Slide4-PccrM7-2__phase_analysis,signal:0017-0086,170.0,190.904114754,116.438,1929.0,1569.0,2110.0,737.442,87.056,0.393,32453.6495082,188.839114754,32453.6495082,2.375,0.421,0.593
Slide4-PccrM7-2__phase_analysis,signal:0018-0094,87.0,143.207114754,117.986,1738.0,1498.0,2120.0,442.858,94.104,0.746,12459.0029836,127.839114754,12459.0029836,2.325,0.43,0.874
Slide4-PccrM7-2__phase_analysis,signal:0019-0128,158.0,196.409114754,111.464,1732.0,1575.0,2120.0,907.12,128.112,0.391,31032.5801311,192.839114754,31032.5801311,2.758,0.363,0.594
Slide4-PccrM7-2__phase_analysis,signal:0020-0132,171.0,126.576114754,99.931,1667.0,1526.0,2103.0,321.746,130.6,0.433,21644.488623,115.839114754,21644.488623,3.666,0.273,0.675
Slide4-PccrM7-2__phase_analysis,signal:0021-0165,160.0,130.758114754,96.747,1674.0,1551.0,1990.0,312.202,166.003,0.474,20921.2583607,123.839114754,20921.2583607,3.57,0.28,0.766
Slide4-PccrM7-2__phase_analysis,signal:0023-0174,84.0,194.184114754,99.345,1811.0,1599.0,1998.0,678.117,173.824,0.675,16311.4856393,188.839114754,16311.4856393,2.687,0.372,0.933
Slide4-PccrM7-2__phase_analysis,signal:0024-0175,127.0,161.831114754,98.154,1770.0,1576.0,2095.0,439.069,174.099,0.548,20552.5675738,160.839114754,20552.5675738,2.968,0.337,0.749
Slide4-PccrM7-2__phase_analysis,signal:0025-0209,149.0,109.913114754,98.922,1783.0,1535.0,2010.0,196.774,208.518,0.517,16377.0280984,105.839114754,16377.0280984,3.024,0.331,0.745
Slide4-PccrM7-2__phase_analysis,signal:0026-0211,136.0,213.427114754,99.268,1695.0,1641.0,2105.0,703.815,212.135,0.459,29026.1196066,211.839114754,29026.1196066,3.783,0.264,0.714
Slide4-PccrM7-2__phase_analysis,signal:0027-0224,83.0,206.417114754,104.41,1871.0,1614.0,2070.0,614.046,224.099,0.69,17132.6465246,209.839114754,17132.6465246,2.608,0.383,0.86
Slide4-PccrM7-2__phase_analysis,signal:0028-0249,140.0,235.703114754,111.279,1837.0,1569.0,2201.0,690.723,250.319,0.424,32998.4760656,219.839114754,32998.4760656,4.676,0.214,0.763
Slide4-PccrM7-2__phase_analysis,signal:0029-0253,156.0,243.422114754,113.413,1859.0,1591.0,2171.0,846.25,252.008,0.365,37973.9019016,250.839114754,37973.9019016,2.458,0.407,0.578
Slide4-PccrM7-2__phase_analysis,signal:0030-0264,126.0,102.649114754,98.656,1680.0,1468.0,1934.0,76.102,264.529,0.618,12933.728459,99.8391147541,12933.728459,2.868,0.349,0.881
Slide4-PccrM7-2__phase_analysis,signal:0031-0260,93.0,134.097114754,95.26,1703.0,1556.0,2031.0,284.537,260.695,0.76,12471.0376721,118.839114754,12471.0376721,2.338,0.428,0.903
Slide4-PccrM7-2__phase_analysis,signal:0032-0265,105.0,206.125114754,105.76,1855.0,1594.0,2215.0,486.722,265.038,0.607,21643.1070492,209.839114754,21643.1070492,3.026,0.331,0.833
Slide4-PccrM7-2__phase_analysis,signal:0033-0273,198.0,89.9401147541,87.887,1690.0,1511.0,1942.0,50.427,273.153,0.368,17808.1447213,87.8391147541,17808.1447213,5.006,0.2,0.715
Slide4-PccrM7-2__phase_analysis,signal:0034-0284,125.0,231.639114754,95.582,1820.0,1554.0,2142.0,732.056,283.484,0.506,28954.8893443,236.839114754,28954.8893443,3.483,0.287,0.749
