41.26801118,41.26594053
37.93658068,37.92829711
38.09651099,38.11680821
37.92829711,38.09651099
38.35622099,38.34059242
38.25117901,38.35622099
38.11680821,38.25117901
38.34059242,38.36925198
24.97428372,24.97249158
25.08329648,25.08575985
24.97249158,25.08329648
23.15923981,23.67978993
22.97386557,23.15923981
23.97009516,24.82787145
23.67978993,23.97009516
25.53859834,25.70535935
25.08575985,25.53859834
24.93831565,25.08575985
24.82787145,24.93831565
26.08782962,26.33615676
25.70535935,26.08782962
26.5570349,26.73886138
26.33615676,26.5570349
26.93565515,27.11891099
26.73886138,26.93565515
27.71308934,27.71867475
27.30504269,27.71308934
27.11891099,27.30504269
28.18697225,28.45519835
27.71867475,28.18697225
29.11418546,29.20466365
28.65917446,29.11418546
28.45519835,28.65917446
29.71716505,29.77917223
29.49296507,29.71716505
29.20466365,29.49296507
29.91807571,29.99368652
29.82647746,29.91807571
29.77917223,29.82647746
30.06232683,30.10344535
29.99368652,30.06232683
30.10344535,30.31514102
30.41515164,30.69691312
30.31514102,30.41515164
31.05884532,31.25478172
30.69691312,31.05884532
31.25478172,31.57050825
32.6482255,32.60213554
32.47525128,32.34958527
32.60213554,32.47525128
32.20578241,32.21661879
32.23923433,32.20578241
32.34172331,32.23923433
32.34958527,32.34172331
32.13169385,32.142094
32.21661879,32.13169385
32.00024454,31.99602498
32.142094,32.00024454
31.77569579,31.76738824
31.99602498,31.77569579
31.50585723,31.50886906
31.57727647,31.50585723
31.76738824,31.57727647
31.57050825,31.62868754
31.44753653,31.57050825
31.44540549,31.44753653
31.50886906,31.44540549
32.75248945,34.05148827
31.62868754,32.75248945
34.29996306,35.40077752
34.05148827,34.29996306
35.53217414,36.70749391
35.40077752,35.53217414
36.82893069,38.3661827
36.70749391,36.82893069
39.58403073,39.71444626
39.32866815,39.58403073
38.87373291,39.32866815
38.36925198,38.87373291
38.3661827,38.36925198
40.29726384,40.30160542
40.10425728,40.29726384
39.8271407,40.10425728
39.71444626,39.8271407
40.53440519,40.57292443
40.30160542,40.53440519
40.7642074,40.82932107
40.57292443,40.7642074
41.03825667,41.06939139
40.91880629,41.03825667
40.82932107,40.91880629
41.26594053,41.26385107
41.24967787,41.26594053
41.16260196,41.24967787
41.06939139,41.16260196
41.25147154,41.16026192
41.27041852,41.25147154
41.26385107,41.27041852
41.02261741,40.98165273
41.15962246,41.02261741
41.16026192,41.15962246
40.86450324,40.82003041
40.98165273,40.86450324
40.73990209,40.7098116
40.82003041,40.73990209
40.6757112,40.62755781
40.7098116,40.6757112
40.53800327,40.46515394
40.59840399,40.53800327
40.62762968,40.59840399
40.62755781,40.62762968
40.23929244,40.05650722
40.43165418,40.23929244
40.46515394,40.43165418
39.93273791,39.62341237
40.05650722,39.93273791
39.62341237,39.60486027
