18.68854276	18.68848885
28.23015532	27.9427619
27.70329701	27.11902259
27.9427619	27.70329701
25.80159791	25.6747947
26.8623368	25.80159791
27.11902259	26.8623368
25.6747947	25.44217521
34.37066835	34.23768417
33.70408965	33.58194878
34.23768417	33.70408965
33.48703787	33.47562266
33.42234201	33.48703787
33.55709664	33.55802162
33.47562266	33.55709664
33.26517343	33.09831356
33.58194878	33.26517343
33.58063771	33.58194878
33.55802162	33.58063771
32.82643543	32.5830672
33.09831356	32.82643543
32.42013759	32.24200204
32.5830672	32.42013759
32.09235937	31.90928521
32.24200204	32.09235937
31.35036383	31.34267177
31.76658483	31.35036383
31.90928521	31.76658483
30.86414151	30.49405396
31.34267177	30.86414151
29.68614018	29.52643167
30.28973148	29.68614018
30.49405396	30.28973148
28.78211383	28.63578926
29.15959547	28.78211383
29.52643167	29.15959547
28.33537667	28.03232676
28.55607018	28.33537667
28.63578926	28.55607018
27.85616737	27.67151994
28.03232676	27.85616737
27.67151994	27.09012904
26.90525175	26.11183546
27.09012904	26.90525175
25.46166364	24.93431509
26.11183546	25.46166364
24.93431509	24.38717008
17.15501057	17.33319959
17.5307456	17.97744545
17.33319959	17.5307456
18.70598168	18.79868739
18.31345563	18.70598168
17.99009335	18.31345563
17.97744545	17.99009335
19.35496433	19.61802906
18.79868739	19.35496433
20.25586006	20.3708688
19.61802906	20.25586006
21.13006764	21.20886803
20.3708688	21.13006764
22.20783416	22.41270068
21.75961313	22.20783416
21.20886803	21.75961313
24.38717008	24.39606914
23.70006261	24.38717008
22.76944257	23.70006261
22.41270068	22.76944257
24.74291386	24.8220713
24.39606914	24.74291386
24.94576738	24.9305575
24.8220713	24.94576738
25.02286168	25.09524485
24.9305575	25.02286168
25.17409428	25.44088388
25.09524485	25.17409428
24.34822026	24.08109069
24.68989441	24.34822026
25.11679306	24.68989441
25.44217521	25.11679306
25.44088388	25.44217521
22.52113938	22.46250373
23.32924433	22.52113938
23.9286124	23.32924433
24.08109069	23.9286124
21.60552665	21.33232622
22.46250373	21.60552665
20.78873865	20.50495746
21.33232622	20.78873865
19.90447676	19.70101696
20.30221349	19.90447676
20.50495746	20.30221349
18.68848885	18.66822894
18.95332316	18.68848885
19.42396151	18.95332316
19.70101696	19.42396151
17.97106627	17.36723147
18.53409709	17.97106627
18.66822894	18.53409709
16.30224013	16.17855619
17.1809968	16.30224013
17.36723147	17.1809968
15.47224818	15.33655061
16.17855619	15.47224818
14.7756871	14.66706357
15.33655061	14.7756871
14.23276976	13.98715613
14.66706357	14.23276976
13.42205962	13.26946162
13.64011548	13.42205962
13.87773546	13.64011548
13.98715613	13.87773546
12.76030921	12.53198098
13.14625119	12.76030921
13.26946162	13.14625119
12.31020612	11.96451605
12.53198098	12.31020612
11.96451605	11.93535443
